onset	duration	sample	value	gid
2346.7978515625	n/a	2403122	1312	1105
2346.7978515625	n/a	2403122	1311	1035
2351.9521484375	n/a	2408400	2110	0
2353.796875	n/a	2410289	1312	1035
2353.796875	n/a	2410289	1311	1011
2359.6455078125	n/a	2416278	2110	0
2363.755859375	n/a	2420487	1312	1011
2363.755859375	n/a	2420487	1311	1207
2367.8310546875	n/a	2424660	2110	0
2368.4208984375	n/a	2425264	1312	1207
2368.4208984375	n/a	2425264	1321	4002
2371.1728515625	n/a	2428082	2120	0
2373.6728515625	n/a	2430642	1322	4002
2373.6728515625	n/a	2430642	1311	1045
2377.7919921875	n/a	2434860	2110	0
2378.37890625	n/a	2435461	1312	1045
2378.37890625	n/a	2435461	1311	1019
2390.7001953125	n/a	2448078	2110	0
2391.294921875	n/a	2448687	1312	1019
2391.294921875	n/a	2448687	1341	4042
2396.7001953125	n/a	2454222	2110	0
2397.28125	n/a	2454817	1342	4042
2397.28125	n/a	2454817	1311	1199
2402.564453125	n/a	2460227	2110	0
2403.16015625	n/a	2460837	1312	1199
2403.16015625	n/a	2460837	1311	1100
2406.15625	n/a	2463905	2110	0
2406.7529296875	n/a	2464516	1312	1100
2406.7529296875	n/a	2464516	1331	4033
2410.7900390625	n/a	2468650	2110	0
2411.3876953125	n/a	2469262	1332	4033
2411.3876953125	n/a	2469262	1311	1230
2416.0517578125	n/a	2474038	2110	0
2416.6474609375	n/a	2474648	1312	1230
2416.6474609375	n/a	2474648	1311	1000
2419.3955078125	n/a	2477462	2110	0
2419.9794921875	n/a	2478060	1312	1000
2419.9794921875	n/a	2478060	1311	1232
2424.107421875	n/a	2482287	2110	0
2424.6982421875	n/a	2482892	1312	1232
2424.6982421875	n/a	2482892	1321	4007
2427.642578125	n/a	2485907	2120	0
2429.376953125	n/a	2487683	1322	4007
2429.376953125	n/a	2487683	1331	4034
2434.9228515625	n/a	2493362	2120	0
2438.052734375	n/a	2496567	1332	4034
2438.052734375	n/a	2496567	1311	1196
2442.5380859375	n/a	2501160	2110	0
2443.126953125	n/a	2501763	1312	1196
2443.126953125	n/a	2501763	1311	1093
2446.8662109375	n/a	2505592	2110	0
2447.462890625	n/a	2506203	1312	1093
2447.462890625	n/a	2506203	1311	1166
2454.8017578125	n/a	2513718	2110	0
2455.3837890625	n/a	2514314	1312	1166
2455.3837890625	n/a	2514314	1311	1061
2459.5009765625	n/a	2518530	2110	0
2460.0830078125	n/a	2519126	1312	1061
2460.0830078125	n/a	2519126	1311	1153
2463.77734375	n/a	2522909	2110	0
2464.353515625	n/a	2523499	1312	1153
2464.353515625	n/a	2523499	1311	1043
2467.5771484375	n/a	2526800	2110	0
2468.158203125	n/a	2527395	1312	1043
2468.158203125	n/a	2527395	1311	1033
2475.9853515625	n/a	2535410	2110	0
2476.5615234375	n/a	2536000	1312	1033
2476.5615234375	n/a	2536000	1311	1225
2483.10546875	n/a	2542701	2110	0
2483.685546875	n/a	2543295	1312	1225
2483.685546875	n/a	2543295	1311	1029
2488.224609375	n/a	2547943	2110	0
2488.8193359375	n/a	2548552	1312	1029
2488.8193359375	n/a	2548552	1331	4035
2492.3125	n/a	2552129	2120	0
2494.4501953125	n/a	2554318	1332	4035
2494.4501953125	n/a	2554318	1311	1212
2498.80078125	n/a	2558773	2110	0
2499.3740234375	n/a	2559360	1312	1212
2499.3740234375	n/a	2559360	1321	4013
2500.82421875	n/a	2560845	2120	0
2503.2490234375	n/a	2563328	1322	4013
2503.2490234375	n/a	2563328	1341	4038
2507.49609375	n/a	2567677	2110	0
2508.0830078125	n/a	2568278	1342	4038
2508.0830078125	n/a	2568278	1311	1065
2513.431640625	n/a	2573755	2110	0
2514.01953125	n/a	2574357	1312	1065
2514.01953125	n/a	2574357	1311	1092
2518.0	n/a	2578433	2110	0
2518.5712890625	n/a	2579018	1312	1092
2518.5712890625	n/a	2579018	1361	4047
2523.6982421875	n/a	2584268	2120	0
2526.3095703125	n/a	2586942	1362	4047
2526.3095703125	n/a	2586942	1311	1193
2529.53515625	n/a	2590245	2110	0
2552.8701171875	n/a	2614140	1312	1193
2552.8701171875	n/a	2614140	1252	0
2578.1572265625	n/a	2640034	1241	0
2578.1572265625	n/a	2640034	1311	1036
2581.517578125	n/a	2643475	2110	0
2589.1484375	n/a	2651289	1312	1036
2589.1484375	n/a	2651289	1311	1170
2592.31640625	n/a	2654533	2110	0
2597.18359375	n/a	2659517	1312	1170
2597.18359375	n/a	2659517	1311	1227
2601.0283203125	n/a	2663454	2110	0
2601.6162109375	n/a	2664056	1312	1227
2601.6162109375	n/a	2664056	1311	1167
2606.802734375	n/a	2669367	2110	0
2607.380859375	n/a	2669959	1312	1167
2607.380859375	n/a	2669959	1321	4011
2610.900390625	n/a	2673563	2120	0
2613.453125	n/a	2676177	1322	4011
2613.453125	n/a	2676177	1311	1006
2617.1318359375	n/a	2679944	2110	0
2617.7109375	n/a	2680537	1312	1006
2617.7109375	n/a	2680537	1311	1057
2621.435546875	n/a	2684351	2110	0
2622.021484375	n/a	2684951	1312	1057
2622.021484375	n/a	2684951	1331	4026
2626.67578125	n/a	2689717	2110	0
2627.2529296875	n/a	2690308	1332	4026
2627.2529296875	n/a	2690308	1321	4003
2631.0673828125	n/a	2694214	2120	0
2698.130859375	n/a	2762887	1322	4003
2698.130859375	n/a	2762887	1311	1189
2702.392578125	n/a	2767251	2110	0
2712.291015625	n/a	2777387	1312	1189
2712.291015625	n/a	2777387	1311	1176
2717.0	n/a	2782209	2110	0
2717.59375	n/a	2782817	1312	1176
2717.59375	n/a	2782817	1311	1253
2721.6826171875	n/a	2787004	2110	0
2722.275390625	n/a	2787611	1312	1253
2722.275390625	n/a	2787611	1311	1015
2726.3701171875	n/a	2791804	2110	0
2726.9619140625	n/a	2792410	1312	1015
2726.9619140625	n/a	2792410	1311	1210
2730.18359375	n/a	2795709	2110	0
2730.7666015625	n/a	2796306	1312	1210
2730.7666015625	n/a	2796306	1311	1056
2736.9990234375	n/a	2802688	2110	0
2737.58203125	n/a	2803285	1312	1056
2737.58203125	n/a	2803285	1331	4024
2744.1669921875	n/a	2810028	2120	0
2746.732421875	n/a	2812655	1332	4024
2746.732421875	n/a	2812655	1311	1201
2750.8408203125	n/a	2816862	2110	0
2751.4208984375	n/a	2817456	1312	1201
2751.4208984375	n/a	2817456	1311	1159
2757.44921875	n/a	2823629	2110	0
2758.0380859375	n/a	2824232	1312	1159
2758.0380859375	n/a	2824232	1311	1041
2763.654296875	n/a	2829983	2110	0
2764.23828125	n/a	2830581	1312	1041
2764.23828125	n/a	2830581	1311	1117
2768.142578125	n/a	2834579	2110	0
2768.732421875	n/a	2835183	1312	1117
2768.732421875	n/a	2835183	1311	1078
2772.40625	n/a	2838945	2110	0
2773.00390625	n/a	2839557	1312	1078
2773.00390625	n/a	2839557	1311	1114
2778.7978515625	n/a	2845490	2110	0
2779.392578125	n/a	2846099	1312	1114
2779.392578125	n/a	2846099	1311	1102
2783.853515625	n/a	2850667	2110	0
2784.4306640625	n/a	2851258	1312	1102
2784.4306640625	n/a	2851258	1311	1216
2788.4716796875	n/a	2855396	2110	0
2789.0556640625	n/a	2855994	1312	1216
2789.0556640625	n/a	2855994	1311	1183
2793.021484375	n/a	2860055	2110	0
2793.6044921875	n/a	2860652	1312	1183
2793.6044921875	n/a	2860652	1311	1024
2797.1015625	n/a	2864233	2110	0
2801.2060546875	n/a	2868436	1312	1024
2801.2060546875	n/a	2868436	1311	1087
2806.4306640625	n/a	2873786	2110	0
2809.287109375	n/a	2876711	1312	1087
2809.287109375	n/a	2876711	1311	1132
2813.244140625	n/a	2880763	2110	0
2813.82421875	n/a	2881357	1312	1132
2813.82421875	n/a	2881357	1311	1164
2818.2998046875	n/a	2885940	2110	0
2858.267578125	n/a	2926867	1312	1164
2858.267578125	n/a	2926867	1242	0
2896.7109375	n/a	2966233	1231	0
2896.7109375	n/a	2966233	1311	1234
2901.1611328125	n/a	2970790	2110	0
2967.6318359375	n/a	3038856	1312	1234
2967.6318359375	n/a	3038856	1311	1239
2971.1181640625	n/a	3042426	2110	0
2971.697265625	n/a	3043019	1312	1239
2971.697265625	n/a	3043019	1321	4009
2973.77734375	n/a	3045149	2120	0
2976.0283203125	n/a	3047454	1322	4009
2976.0283203125	n/a	3047454	1311	1135
2978.8779296875	n/a	3050372	2110	0
2979.466796875	n/a	3050975	1312	1135
2979.466796875	n/a	3050975	1311	1040
2984.0224609375	n/a	3055640	2110	0
2988.638671875	n/a	3060367	1312	1040
2988.638671875	n/a	3060367	1331	4031
2992.8935546875	n/a	3064724	2120	0
2995.662109375	n/a	3067559	1332	4031
2995.662109375	n/a	3067559	1361	4044
3001.341796875	n/a	3073375	2110	0
3001.9150390625	n/a	3073962	1362	4044
3001.9150390625	n/a	3073962	1311	1154
3007.6689453125	n/a	3079854	2110	0
3008.2451171875	n/a	3080444	1312	1154
3008.2451171875	n/a	3080444	1311	1050
3011.892578125	n/a	3084179	2110	0
3012.4736328125	n/a	3084774	1312	1050
3012.4736328125	n/a	3084774	1311	1049
3015.64453125	n/a	3088021	2110	0
3016.2216796875	n/a	3088612	1312	1049
3016.2216796875	n/a	3088612	1311	1103
3020.6689453125	n/a	3093166	2110	0
3021.2451171875	n/a	3093756	1312	1103
3021.2451171875	n/a	3093756	1311	1095
3026.748046875	n/a	3099391	2110	0
3027.341796875	n/a	3099999	1312	1095
3027.341796875	n/a	3099999	1341	4043
3031.259765625	n/a	3104011	2110	0
3031.8544921875	n/a	3104620	1342	4043
3031.8544921875	n/a	3104620	1311	1241
3035.404296875	n/a	3108255	2110	0
3035.984375	n/a	3108849	1312	1241
3035.984375	n/a	3108849	1311	1140
3042.603515625	n/a	3115627	2110	0
3043.185546875	n/a	3116223	1312	1140
3043.185546875	n/a	3116223	1311	1071
3046.771484375	n/a	3119895	2110	0
3047.353515625	n/a	3120491	1312	1071
3047.353515625	n/a	3120491	1311	1191
3051.8671875	n/a	3125113	2110	0
3075.5859375	n/a	3149401	1312	1191
3075.5859375	n/a	3149401	1311	1246
3080.39453125	n/a	3154325	2110	0
3080.970703125	n/a	3154915	1312	1246
3080.970703125	n/a	3154915	1311	1177
3086.4736328125	n/a	3160550	2110	0
3087.0537109375	n/a	3161144	1312	1177
3087.0537109375	n/a	3161144	1311	1222
3091.25	n/a	3165441	2110	0
3091.828125	n/a	3166033	1312	1222
3091.828125	n/a	3166033	1311	1111
3096.43359375	n/a	3170749	2110	0
3097.013671875	n/a	3171343	1312	1111
3097.013671875	n/a	3171343	1311	1012
3100.6337890625	n/a	3175050	2110	0
3101.2099609375	n/a	3175640	1312	1012
3101.2099609375	n/a	3175640	1311	1221
3104.4736328125	n/a	3178982	2110	0
3105.0537109375	n/a	3179576	1312	1221
3105.0537109375	n/a	3179576	1311	1254
3109.0009765625	n/a	3183618	2110	0
3109.5849609375	n/a	3184216	1312	1254
3109.5849609375	n/a	3184216	1311	1073
3112.9208984375	n/a	3187632	2110	0
3113.5166015625	n/a	3188242	1312	1073
3113.5166015625	n/a	3188242	1311	1202
3117.697265625	n/a	3192523	2110	0
3118.279296875	n/a	3193119	1312	1202
3118.279296875	n/a	3193119	1311	1235
3121.552734375	n/a	3196471	2110	0
3122.14453125	n/a	3197077	1312	1235
3122.14453125	n/a	3197077	1321	4017
3126.7763671875	n/a	3201820	2120	0
3129.015625	n/a	3204113	1322	4017
3129.015625	n/a	3204113	1311	1142
3133.287109375	n/a	3208487	2110	0
3133.8681640625	n/a	3209082	1312	1142
3133.8681640625	n/a	3209082	1311	1031
3137.962890625	n/a	3213275	2110	0
3138.564453125	n/a	3213891	1312	1031
3138.564453125	n/a	3213891	1311	1067
3141.83984375	n/a	3217245	2110	0
3142.4306640625	n/a	3217850	1312	1067
3142.4306640625	n/a	3217850	1311	1082
3145.85546875	n/a	3221357	2110	0
3146.4423828125	n/a	3221958	1312	1082
3146.4423828125	n/a	3221958	1311	1099
3149.5380859375	n/a	3225128	2110	0
3150.1259765625	n/a	3225730	1312	1099
3150.1259765625	n/a	3225730	1351	4053
3156.85546875	n/a	3232621	2120	0
3159.6591796875	n/a	3235492	1352	4053
3159.6591796875	n/a	3235492	1311	1044
3162.77734375	n/a	3238685	2110	0
3162.77734375	n/a	3238685	1312	1044
3162.77734375	n/a	3238685	1232	0
3162.77734375	n/a	3238685	1122	0
